date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,flying_1,flying_2,flying_3,flying_4,flying_5,flying_6,late_1,late_2,late_3,late_4,late_5,late_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,temperature,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,water_temperature,wave_height,weather,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,wind_speed
2019-10-29,多摩川,1,6.76,6.69,6.68,6.76,6.78,6.83,.03,.01,.07,.23,.08,0.01,1,2,3,4,5,6.0,1,1,0,0,0,0,0,0,0,0,0,0,河　合　　三　弘,小　川　　時　光,西　村　　秀　樹,海老澤　　泰　行,三　浦　　洋次朗,鈴　木　　孝　明,14.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,20.0,2,曇り,51.6,53.6,51.1,53.9,51.0,56.2,0
2019-10-29,蒲　郡,1,6.75,6.70,6.66,6.76,6.80,6.79,.05,.04,.02,.09,.08,0.15,1,3,6,2,4,5.0,0,1,0,0,0,0,0,0,0,0,0,0,松　田　　隆　司,沓　名　　貴　輝,大須賀　　　　友,角　浜　　　　修,前　田　　義　哲,松　本　　浩　貴,15.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,20.0,1,晴,51.7,51.0,52.4,51.0,53.2,51.1,2
2019-10-29,常　滑,1,6.79,6.77,6.75,6.81,6.75,6.75,.04,.03,.00,.02,.07,0.03,1,2,3,4,5,6.0,1,0,0,0,0,0,0,0,0,0,0,0,齋　藤　　和　政,齋　藤　　達　希,相　原　　利　章,宮　田　　政　勝,志　道　　吉　和,大　田　　　　誠,17.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,20.0,0,晴,51.6,51.9,52.0,52.5,51.0,51.1,0
2019-10-29,　津　,1,6.71,6.75,6.74,6.78,6.77,6.73,.03,.13,.09,.01,.09,0.06,1,2,3,5,6,4.0,1,0,0,0,0,0,0,0,0,0,0,0,北　村　　征　嗣,松　本　　弓　雄,宇田川　　信　一,鈴　木　　慶　太,津久井　　拓　也,藤　田　　竜　弘,16.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,18.0,0,曇り,51.8,51.0,51.2,54.5,52.6,55.6,0
2019-10-29,三　国,1,6.71,6.74,6.58,6.61,6.66,6.7,.03,.03,.06,.17,.09,0.07,1,4,2,3,6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,土　山　　卓　也,林　　　　恵　祐,田　邉　　亮　蔵,吉　村　　茂　樹,田　代　　達　也,横　井　　健　太,17.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,17.0,2,晴,54.4,57.8,54.8,59.4,53.7,52.7,3
2019-10-29,尼　崎,1,6.66,6.68,6.67,6.77,6.73,6.6,.06,.07,.04,.01,.11,0.34,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,加　藤　　翔　馬,宮　田　　龍　馬,金　児　　隆　太,上　田　　龍　星,櫻　井　　　　優,前　原　　大　道,18.8,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,19.2,0,曇り,53.2,53.4,51.0,51.0,51.9,51.0,0
2019-10-29,鳴　門,1,6.78,6.72,6.78,6.80,6.79,6.87,.08,.12,.23,.21,.06,0.08,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,木　村　　仁　紀,豊　田　　　　聡,板　倉　　敦　史,岡　部　　大　輔,梶　原　　　　正,田　頭　　虎　親,18.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,21.0,4,曇り,52.7,51.9,54.5,51.0,55.2,54.8,4
2019-10-29,宮　島,1,6.71,6.71,6.77,6.70,6.79,6.74,.09,.44,.08,.16,.14,0.07,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,土　屋　　実沙希,西　橋　　奈　未,新　田　　有　理,藤　田　　美　代,勝　又　　　　桜,犬　童　　千　秋,22.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,21.0,1,晴,45.0,47.9,47.0,44.0,45.5,49.2,1
2019-10-29,下　関,1,6.69,6.69,6.75,6.78,6.78,6.72,.26,.11,.20,.22,.06,0.05,1,2,3,4,6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,山　下　　和　彦,白　井　　弘　文,樫　葉　　次　郎,浅　見　　宗　孝,阿　波　　勝　哉,堤　　　　健　一,20.0,-0.5,-0.5,-0.5,-0.5,0.5,0.0,21.0,3,晴,49.5,51.5,57.1,57.0,54.6,50.5,3
2019-10-29,唐　津,1,6.63,6.70,6.63,6.70,6.74,6.66,.12,.14,.21,.04,.02,0.05,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,藤　田　　浩　人,秋　田　　健太郎,山　口　　貢　輝,熊　本　　英　一,前　田　　　　滉,土　井　　祥　伍,23.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,18.0,2,晴,51.6,60.8,52.2,56.5,50.0,53.4,2
2019-10-29,大　村,1,6.67,6.83,6.77,6.77,6.74,6.8,.05,.21,.17,.09,.00,0.14,1,2,3,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,0,香　月　　大　介,飯　田　　庄　吾,福　島　　陽　子,木　場　　悠　介,金　山　　立　樹,河　上　　年　昭,18.0,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,23.0,0,晴,52.0,54.0,47.1,52.0,51.5,55.5,0
2019-10-29,多摩川,2,6.76,6.65,6.69,6.68,6.75,6.62,.06,.05,.06,.01,.02,0.03,1,2,3,4,5,6.0,0,0,0,1,1,1,0,0,0,0,0,0,川　尻　　泰　輔,天　野　　友　和,井　上　　恵　一,本　部　　真　吾,新　美　　恵　一,立　間　　充　宏,15.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,20.0,2,雨,55.6,53.4,52.6,53.6,51.3,53.6,1
