date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,flying_1,flying_2,flying_3,flying_4,flying_5,flying_6,late_1,late_2,late_3,late_4,late_5,late_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6
2019-01-04,桐　生,1,6.75,6.79,6.80,6.71,6.78,6.75,.05,.09,.08,.16,.06,0.11,4,1,2,3,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,渡　辺　　史　之,藤　井　　定　美,田　中　　　　堅,江　口　　晃　生,久保原　　秀　人,深　澤　　　　勉,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,50.5,51.0,51.0,52.0,55.4,52.0
2019-01-04,戸　田,1,6.69,6.82,6.82,6.84,6.76,6.75,.01,.05,.01,.09,.18,0.11,1,2,3,4,5,6.0,1,0,1,1,1,0,,0.0,,,,0.0,田　中　　定　雄,浅　見　　宗　孝,鈴　木　　賢　一,一　柳　　和　孝,山　本　　良　一,畑　田　　汰　一,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,52.8,56.7,54.0,52.7,53.2,51.0
2019-01-04,江戸川,1,6.82,6.75,6.76,6.80,6.74,6.73,.04,.02,.15,.01,.06,0.2,1,2,3,4,5,6.0,1,0,0,1,0,1,,0.0,0.0,,0.0,,大　池　　佑　来,山　崎　　善　庸,森　作　　雄　大,中　村　　聡　志,伊　倉　　　　光,上　村　　宏　太,0.0,0.0,0.0,0.0,0.5,0.0,51.2,51.5,51.2,52.1,51.2,49.5
2019-01-04,平和島,1,6.88,6.77,6.83,6.71,6.67,6.72,.15,.09,.03,.04,.02,0.05,1,2,3,4,5,6.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,,0.0,中　谷　　有　希,多羅尾　　達　之,齊　藤　　大　将,深　水　　慎一郎,今　泉　　友　吾,坂　本　　徳　克,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,56.3,51.0,56.6,52.0,51.0,53.7
2019-01-04,多摩川,1,6.78,6.74,6.65,6.71,6.75,6.77,.05,.26,.17,.08,.14,0.16,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,伯　母　　芳　恒,金　子　　猛　志,村　上　　祐　次,白　井　　友　晴,小　澤　　　　学,山　崎　　小葉音,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,55.0,57.6,53.4,51.3,52.3,44.5
2019-01-04,浜名湖,1,6.68,6.72,6.78,6.71,6.68,6.75,.02,.06,.01,.08,.02,0.21,1,2,3,5,6,4.0,1,0,1,0,0,0,,0.0,,0.0,0.0,0.0,金　子　　　　萌,幸　田　　智　裕,黒　田　　誠　司,若　林　　義　人,徳　増　　秀　樹,今　坂　　晃　広,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,51.0,52.7,51.4,55.9,53.3,52.8
2019-01-04,蒲　郡,1,6.71,6.69,6.71,6.77,6.72,6.72,.06,.07,.15,.14,.20,0.06,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,柾　田　　敏　行,西　尾　　亮　輔,丹　下　　　　健,村　上　　橋　蔵,渡　邊　　哲　也,倉　田　　茂　将,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,52.5,51.0,52.5,54.8,53.9,59.2
2019-01-04,常　滑,1,6.74,6.76,6.70,6.67,6.72,6.6,.19,.10,.15,.21,.25,0.14,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,大　石　　和　彦,新　美　　恵　一,間　野　　兼　礼,松　浦　　博　人,吉　田　　凌太朗,中　村　　駿　平,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,53.7,51.1,51.1,56.7,50.5,51.6
2019-01-04,三　国,1,6.58,6.69,6.62,6.64,6.62,6.6,.01,.10,.13,.12,.17,0.36,1,2,3,4,5,6.0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,下　出　　卓　矢,汐　崎　　正　則,信　濃　　由　行,寺　嶋　　　　雄,吉　田　　和　仁,古　場　　健　也,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,53.2,54.1,54.0,51.5,55.2,53.1
2019-01-04,びわこ,1,6.69,6.71,6.70,6.63,6.70,6.69,.25,.11,.27,.09,.22,0.31,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,松　山　　将　吾,中　嶋　　達　也,松　浦　　　　勝,泉　　　　具　巳,水　口　　由　紀,上　田　　紗　奈,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,50.5,51.2,52.4,54.9,47.8,45.5
2019-01-04,住之江,1,6.82,6.80,6.84,6.85,6.87,6.72,.14,.08,.09,.12,.10,0.05,1,2,3,5,6,4.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,伊　藤　　喜　智,繁野谷　　圭　介,土　井　　祥　伍,松　山　　裕　基,阪　本　　聖　秀,桐　村　　翔　太,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,50.5,51.2,52.3,52.9,51.0,50.5
2019-01-04,尼　崎,1,6.63,6.59,6.55,6.58,6.51,6.63,.08,.20,.15,.16,.20,0.2,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,高　橋　　淳　美,浜　田　　亜理沙,角　　　　ひとみ,水　野　　望　美,栢　場　　優　子,来　田　　衣　織,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,46.0,46.5,45.5,46.0,44.0,47.2
2019-01-04,児　島,1,6.79,6.71,6.79,6.72,6.68,6.68,.07,.01,.31,.18,.07,0.02,1,2,3,4,6,5.0,1,1,0,0,0,1,,,0.0,0.0,0.0,,岡　瀬　　正　人,山　田　　佑　樹,中　村　　　　格,齋　藤　　真　之,守　屋　　大　地,井　川　　大　作,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.5,55.5,56.4,52.9,51.5,56.6
2019-01-04,芦　屋,1,6.67,6.66,6.74,6.76,6.71,6.72,.07,.06,.02,.02,.10,0.06,1,2,3,4,5,6.0,0,0,1,0,0,1,0.0,0.0,,0.0,0.0,,池　永　　　　太,大　場　　広　孝,志々目　　裕　樹,大　野　　芳　顕,戸　敷　　晃　美,別　府　　正　幸,0.0,-0.5,0.0,-0.5,-0.5,-0.5,51.3,55.1,54.8,51.7,47.8,52.8
2019-01-04,唐　津,1,6.59,6.54,6.63,6.56,6.72,6.59,.05,.15,.07,.23,.22,0.31,1,2,3,5,6,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,古　賀　　繁　輝,宮　西　　真　昭,坂　井　　康　嗣,山　本　　梨　菜,吉　田　　　　光,熊　本　　英　一,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.0,51.0,51.0,47.4,50.0,54.4
2019-01-04,大　村,1,6.83,6.80,6.76,6.71,6.82,6.78,.04,.07,.17,.05,.05,0.01,1,2,3,4,5,6.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,,,山　本　　浩　輔,森　田　　昭　彦,寺　本　　武　司,岩　永　　節　也,町　田　　洸　希,高　木　　圭　大,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.6,56.8,53.3,53.4,53.2,52.2
2019-01-04,桐　生,2,6.75,6.81,6.78,6.77,6.69,6.68,.24,.08,.11,.02,.01,0.12,1,2,3,5,6,4.0,0,0,0,1,0,0,0.0,0.0,0.0,,0.0,0.0,金　児　　隆　太,本　橋　　克　洋,高　柳　　成　聡,伊久間　　陽　優,中　里　　英　夫,吉　田　　　　稔,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.0,53.8,51.0,52.1,51.8,51.3
